63812,1,43.200000,146.054100,51.200000,3.200000
63813,2,35.411100,140.455800,46.650000,3.500000
63814,1,32.041000,131.500800,34.040000,3.100000
63815,3,24.115400,124.140900,14.480000,4.200000
63816,5,24.109600,124.146000,14.480000,4.200000
63817,1,38.534000,142.046200,44.520000,3.600000
63818,12,35.439600,140.120200,65.810000,3.600000
63819,19,36.425600,140.571400,32.130000,3.800000
63820,141,36.104900,140.067600,51.380000,3.900000
63821,5,40.077000,142.284900,33.620000,3.800000
63822,7,38.512900,142.028700,45.210000,3.600000
63823,8,33.280600,132.178800,47.310000,3.200000
63824,1,36.509300,141.196900,43.060000,3.600000
63825,522,33.016400,130.332600,10.440000,5.100000
63826,3,33.016100,130.329600,10.670000,2.400000
63827,17,33.015600,130.335600,11.090000,3.200000
63828,6,37.216600,141.266600,34.600000,3.800000
63829,1,32.116800,131.575700,19.600000,2.900000
63830,4,32.397400,130.402800,10.530000,2.600000
63831,1,35.247700,139.333700,113.510000,3.500000
63832,10,39.204200,142.038200,48.340000,3.700000
63833,1,26.347100,127.550100,14.430000,2.900000
63834,2,38.313000,139.267600,9.520000,3.000000
63835,2,33.009100,130.343500,10.250000,2.400000
63836,34,31.139800,130.412300,108.970000,4.000000
63837,27,33.015500,130.330500,10.530000,3.200000
63838,1,29.129600,129.096200,10.120000,2.800000
63839,1,29.131600,129.086300,10.040000,2.800000
63840,1,32.442200,130.414200,10.750000,1.800000
63841,1,26.240800,144.445400,0.000000,5.900000
63842,2,32.334900,130.429500,8.430000,2.600000
63843,1,32.442200,130.413200,10.670000,1.800000
63844,212,38.417200,141.284800,101.980000,4.500000
63845,11,35.248400,137.424300,15.680000,3.200000
63846,1,37.125500,136.441300,9.730000,3.100000
63847,5,35.426700,140.368400,51.600000,3.000000
63848,2,28.216500,128.445600,68.650000,3.600000
63849,2,35.223900,139.071400,21.520000,2.900000
63850,4,42.395100,141.592600,34.830000,3.000000
63851,2,42.026300,143.027900,17.910000,3.500000
63852,122,35.009300,139.549600,51.910000,4.100000
63853,17,28.257800,129.284600,8.760000,4.000000
63854,1,41.560300,140.583300,9.050000,1.900000
63855,192,30.343500,131.098700,30.050000,6.000000
63856,5,35.281000,138.579700,21.910000,3.000000
63857,1,30.353300,131.102300,29.940000,3.700000
63858,4,33.009600,130.343000,10.420000,2.500000
63859,33,35.571600,138.494500,153.670000,3.800000
63860,2,38.108300,141.423300,49.820000,3.600000
63861,1,42.338100,142.001000,35.000000,2.800000
63862,2,24.206000,123.425300,6.420000,3.200000
63863,15,37.187300,138.519800,11.320000,3.200000
63864,20,36.014300,139.328200,55.560000,3.200000
63865,1,31.440200,130.462100,7.820000,1.700000
63866,1,36.434300,136.598200,8.400000,1.900000
63867,4,34.523700,137.534300,14.700000,3.000000
63868,14,34.522200,137.532300,14.290000,3.500000
63869,3,34.525000,137.535000,14.240000,2.800000
63870,1,32.241300,130.328500,5.170000,2.300000
63871,1,36.310700,140.391100,16.350000,3.000000
63872,2,36.237100,136.249200,9.150000,1.600000
63873,11,39.385300,141.599300,40.790000,3.700000
63874,2,34.525400,137.533800,14.660000,2.900000
63875,1,36.374600,138.217900,1.660000,2.000000
63876,1,34.484000,132.042600,10.540000,2.300000
63877,11,37.145300,141.228000,23.350000,4.300000
63878,2,37.141500,141.215100,22.430000,3.600000
63879,138,37.144800,141.235100,22.090000,4.900000
63880,1,34.217800,134.537400,11.780000,2.300000
63881,792,36.097500,139.486200,53.060000,4.900000
63882,2,39.388400,142.064600,47.990000,3.300000
63883,24,32.310000,132.068600,31.050000,3.900000
63884,1,38.414700,141.579000,52.000000,3.300000
63885,26,36.257700,140.393600,52.870000,3.600000
